82.335,100.8,30.2,23.8,1.393,166.985,18,12,6
82.234,100.8,30.04,23.4,2.16,180,15,11,3
102.912,100.8,30.1,23.4,1.994,197.655,22,10,9
74.728,100.8,30,23,1.855,207.471,22,12,8
72.328,100.8,30.1,23,2.669,189.742,12,4,7
81.913,100.8,29.92,23,2.809,194.196,17,6,11
73.849,100.8,29.98,23.2,3.1,192.692,23,9,11
80.297,100.8,30.06,23,2.867,188.598,16,8,7
75.156,100.8,30.1,23,3.381,184.024,17,9,8
89.983,100.8,30.1,24,2.646,184.645,13,10,3
100.507,100.8,30,23.2,3.221,194.028,36,11,24
90.831,100.8,29.96,24,3.059,197.621,25,11,14
88.753,100.8,29.94,24,2.057,183.414,13,11,2
81.302,100.8,29.8,23.6,2.6,180,13,7,6
94.41,100.8,29.84,23.6,1.888,173.016,13,3,10
82.821,100.8,29.8,23.8,1.96,180,10,2,8
89.426,100.8,29.76,24.4,2.255,198.607,18,8,9
109.976,100.8,29.76,25.2,2.095,226.047,18,10,8
104.444,100.8,29.66,25.4,2.46,202.5,16,7,9
114.55,100.8,29.54,25.8,1.717,233.198,17,11,5
112.013,100.8,29.54,25.4,2.04,202.5,19,11,6
130.531,100.8,29.56,25.8,1.953,218.936,18,4,14
116.37,100.8,29.48,25.2,2.604,230.058,22,6,15
101.731,100.8,29.36,25,2.064,222.449,23,10,10
110.664,100.8,29.28,25,2.969,221.453,22,8,13
105.184,100.8,29.14,25,2.919,240.823,19,10,8
107.528,100.8,29,25,2.643,230.149,23,14,9
114.272,100.8,29.02,25,2.262,225.581,20,7,12
101.511,100.8,28.98,25,2.705,229.707,16,9,6
84.614,100.8,28.96,24.8,2.273,222.878,10,6,4
87.978,100.8,28.96,24.4,2.02,225,11,5,6
95.943,100.8,28.88,25,2.482,230.058,17,7,9
107.399,100.8,28.72,25,2.6,225,21,11,9
102.876,100.8,28.78,25,2.061,211.472,23,17,6
113.559,100.8,28.8,25.2,2.56,225,20,11,8
110.26,100.8,28.74,25.6,1.905,194.185,18,6,12
106.558,100.8,28.74,25.2,2.28,225,15,6,9
110.678,100.8,28.76,25.4,1.738,229.546,12,7,5
110.244,100.8,28.86,26,2.16,226.421,23,14,8
97.454,100.8,28.8,26,2.101,224.791,14,4,9
119.413,100.8,28.68,26,2.531,236.868,19,8,11
101.504,100.8,28.52,26.2,2.141,233.429,20,12,8
113.618,100.78,28.5,26,2.315,228.792,12,6,5
105.937,100.72,28.5,26,2.155,229.073,11,6,5
111.521,100.7,28.4,26,2.511,229.02,27,12,15
114.987,100.7,28.32,26,2.035,229.313,18,8,10
101.744,100.7,28.38,26,1.533,228.721,16,4,11
117.244,100.7,28.32,26,1.744,227.516,13,4,8
94.705,100.7,28.32,26,1.878,226.634,17,12,4
124.879,100.7,28.34,26.2,2.2,247.5,17,8,9
105.584,100.7,28.3,26,2.22,225,15,5,10
113.444,100.74,28.26,26,2.44,225,22,8,14
99.097,100.8,28.12,26.4,2.12,221.896,22,11,10
107.128,100.8,28.06,26.8,2.173,220.556,23,11,12
117.551,100.8,28,27,1.515,231.671,22,9,12
130.731,100.78,27.98,27,2.054,229.487,13,3,9
113.285,100.8,27.8,27,2.189,230.418,19,11,8
124.894,100.74,27.78,27.4,1.878,226.634,27,12,15
113.062,100.78,27.62,28,2.366,219.618,21,10,10
119.641,100.8,27.5,28,2,225,17,2,14
114.5,100.8,27.4,28,1.659,229.498,17,3,14
142.223,100.8,27.32,28,1.526,228.164,14,5,7
135.822,100.8,27.32,28,1.805,214.741,18,6,12
141.318,100.8,27.3,28,1.5,227.047,17,11,6
147.475,100.8,27.34,28,1.02,211.997,16,12,3
127.587,100.8,27.18,28,1.184,229.819,21,8,10
129.147,100.8,27.1,28.4,1.126,220.714,18,9,8
152.428,100.8,27.1,29,0.692,233.91,22,9,13
117.933,100.8,27,29,0.844,223.44,12,5,7
130.619,100.8,26.78,29.2,0.902,214.741,17,7,8
146.556,100.8,26.7,29.8,0.885,240.547,20,9,11
162.492,100.8,26.36,30.4,0.784,230.601,15,8,6
136.711,100.8,26.2,31,0.351,226.629,13,6,7
142.346,100.8,26.2,31,0.513,212.67,24,7,16
133.699,100.8,26.3,30,0.464,207.742,22,14,7
142.755,100.8,26.34,30,0.282,245.032,12,5,6
149.839,100.8,26.14,31,0.13,239.752,9,4,4
148.241,100.8,25.94,31,0.155,275.242,12,10,1
173.732,100.8,25.9,31.6,0.154,278.128,12,3,8
182.155,100.8,25.72,32,0.02,315,17,11,6
152.164,100.8,25.36,32.2,0,0,13,6,6
141.132,100.8,25.14,33,0,0,15,6,9
183.042,100.8,24.98,33.6,0.02,292.5,17,11,6
187.098,100.8,25.2,32.4,0.375,252.181,18,9,8
182.883,100.8,25.5,32,0.275,229.303,12,7,5
186.757,100.8,25.5,32.2,0.137,238.316,22,14,7
193.732,100.8,25.44,32.6,0.315,240.516,13,6,7
188.004,100.8,25.3,33.4,0.635,182.765,9,5,3
197.328,100.8,25.3,34.6,0.3,231.282,13,6,7
187.695,100.8,25.1,34.8,0.257,266.591,15,5,9
211.793,100.8,24.9,36.2,0.291,249.4,17,10,7
220.261,100.8,24.92,34.8,0.186,222.643,19,11,8
172.388,100.82,24.88,34.4,0.308,237.923,16,9,6
197.315,100.9,24.8,34.6,0.356,245.035,11,7,4
180.511,100.9,24.74,34,0.253,263.042,10,2,8
210.796,100.9,24.62,35.2,0.04,270,9,3,5
199.968,100.9,24.18,36.4,0,0,11,4,6
200.118,100.9,23.5,37.6,0.099,85.556,12,8,4
188.213,100.9,23.08,39,0.04,90,17,9,7
188.532,100.9,22.66,40,0,0,6,1,4
173.862,100.9,22.56,40,0,0,10,7,3
167.328,100.9,22.64,39.4,0,0,14,10,4
161.111,100.9,22.52,40,0.039,56.25,16,8,8
166.606,100.9,22.3,40.4,0.02,45,13,7,6
143.676,100.9,22.3,40.8,0,0,10,6,4
144.41,100.9,22.54,40,0,0,11,5,5
54.754,100.8,28.3,31.4,0.935,259.678,13,8,5
65.85,100.8,28.5,31,1.476,285.648,16,7,8
63.604,100.8,28.42,30.4,1.624,269.73,17,11,6
56.035,100.8,28.52,30.4,1.403,274.381,14,9,5
49.015,100.8,28.64,28.4,1.737,287.698,16,6,9
66.181,100.8,29.02,28.2,1.357,277.128,8,5,2
75.306,100.8,29.38,28,1.08,284.355,14,7,5
70.233,100.8,29.7,27.6,0.716,306.397,15,9,5
51.78,100.8,30.28,24.6,1.577,285.986,22,9,12
50.417,100.8,30.14,24.8,1.347,279.485,25,14,11
50.649,100.8,30.06,24,1.409,250.925,13,8,3
52.923,100.8,29.94,25,1.327,282.872,19,10,9
43.636,100.8,30.36,24.4,1.127,265.181,18,9,9
33.958,100.8,30.94,22.8,1.079,279.386,19,12,7
78.283,100.8,31.18,23,1.315,276.163,8,7,1
49.285,100.8,30.62,24.2,1.78,270,13,3,9
37.605,100.8,30.62,24,1.259,285.516,15,7,7
44.546,100.8,31.3,23.8,0.876,323.608,16,9,7
45.193,100.8,32,23,0.83,304.955,21,16,5
113.854,100.8,31.72,23.4,1.329,238.316,23,12,11
41.145,100.8,31.78,23,1.47,291.009,10,6,4
32.162,100.8,32.08,22,1.296,292,13,7,5
39.826,100.76,32.02,22.2,1.389,291.484,14,9,4
40.775,100.8,32.44,22,0.983,6.675,17,8,8
40.5,100.78,33.16,22,1.079,31.886,13,9,3
43.468,100.8,33.02,21.6,1.705,45.772,18,10,8
42.743,100.8,32.96,22,1.15,41.539,24,14,9
41.462,100.8,33.38,21.6,0.752,334.817,16,13,3
45.109,100.8,33.38,22,1.263,359.524,21,9,12
55.984,100.8,33.96,21.2,0.801,7.138,11,10,1
80.982,100.8,34.02,21,0.774,336.187,22,10,11
49.034,100.7,34.24,21.2,0.495,324.196,13,5,8
67.739,100.7,34.96,20.2,0.812,350.141,18,7,9
56.096,100.7,34.94,20.4,0.868,9.766,14,11,3
60.899,100.7,34.84,20.4,0.683,3.854,15,8,7
57.697,100.7,34.62,20.4,1.007,0.871,14,8,6
51.543,100.7,34.7,21,1.14,26.533,11,8,3
58.997,100.7,34.4,21,0.807,352.688,19,3,15
60.535,100.7,34.48,20.8,0.778,17.629,16,10,5
